province,id,type,price,rooms,latitude,longitude,postal_code
Tarragona,97858648,Ático,650,2,"41,1443664","1,3949838",43830
Tarragona,106399368,Piso,700,2,"41,0014077","0,9324927",43300
Tarragona,98425143,Ático,730,2,"40,8123866","0,7129134",43895
Tarragona,105743868,Chalet,3000,4,"41,1928447","1,5857929",43820
Tarragona,106887496,Piso,1250,3,"41,1168399","1,2550447",43003
Tarragona,106181647,Piso,750,1,"41,1353406","1,3764681",43893
Tarragona,102301169,Piso,1250,3,"41,1883604","1,5829712",43820
Tarragona,106838354,Piso,800,3,"41,0757775","1,1213564",43840
Tarragona,106851689,Piso,950,3,"41,1190756","1,2472841",43002
Tarragona,105735600,Piso,1200,4,"41,115569","1,251837",43001
Tarragona,105508480,Piso,690,2,"40,8123135","0,5193266",43500
Tarragona,106469660,Piso,550,2,"40,7196951","0,73398",43580
Tarragona,106635256,Piso,750,3,"41,1292416","1,3059855",43007
Tarragona,102409990,Piso,680,2,"41,0717342","1,1755551",43480
Tarragona,106644532,Piso,1300,5,"41,117386","1,2515071",43001
Tarragona,105100305,Piso,2200,2,"41,0688005","1,1657346",43840
Tarragona,106412573,Piso,840,4,"41,1229555","1,2512162",43002
Tarragona,106784986,Piso,650,2,"41,1381877","1,2525233",43007
Tarragona,105850938,Piso,730,3,"41,1130668","1,245661",43001
Tarragona,106726491,Piso,700,2,"40,8133503","0,70687",43895
Tarragona,87428422,Casa Rural,1500,3,"41,25113","1,52203",43716
Tarragona,102203634,Piso,990,4,"41,1189113","1,2478756",43002
Tarragona,106042176,Piso,2000,3,"41,1877986","1,5706403",43820
Tarragona,106505640,Piso,850,2,"41,0643369","1,0581811",43850
Tarragona,106811840,Piso,850,2,"41,1957988","1,618607",43881
Tarragona,102430768,Piso,730,2,"41,0686509","1,1772852",43480
Tarragona,106813200,Piso,700,2,"41,144397","1,3950918",43830
Tarragona,98701320,Chalet,1300,4,"41,0692909","1,0761918",43850
Tarragona,105952126,Piso,790,2,"41,0672227","1,1493034",43840
Tarragona,106817791,Chalet,1300,5,"41,1773977","1,5039776",43880
Tarragona,91289938,Piso,650,1,"41,1191149","1,2559965",43003
Tarragona,97356899,Piso,1000,2,"41,0733262","1,1466166",43840
Tarragona,104726375,Piso,1470,2,"41,0579242","1,1713361",43840
Tarragona,106203508,Chalet,2350,4,"41,2270992","1,6141999",43881
Tarragona,106855254,Piso,785,1,"41,115241","1,2553786",43003
Tarragona,95644673,Piso,500,1,"41,056059","1,0235369",43850
Tarragona,106168185,Estudio,750,0,"41,0693536","1,0714073",43850
Tarragona,101598985,Piso,720,2,"41,1202068","1,2500664",43002
Tarragona,101346606,Chalet,1950,5,"40,9230989","0,841958",43860
Tarragona,99597733,Piso,870,2,"41,066477","1,150598",43840
Tarragona,104206270,Casa Rural,1700,1,"40,8244977","0,6400812",
Tarragona,95644673,Piso,500,1,"41,056059","1,0235369",43850
Tarragona,105727474,Piso,670,2,"41,0818865","1,1865643",43480
Tarragona,106813200,Piso,700,2,"41,144397","1,3950918",43830
Tarragona,106064651,Piso,650,2,"41,0445558","0,9982317",43300
Tarragona,106855254,Piso,785,1,"41,115241","1,2553786",43003
Tarragona,106811840,Piso,850,2,"41,1957988","1,618607",43881
Tarragona,105602941,Piso,600,2,"41,0686252","1,0918881",43850
Tarragona,106203508,Chalet,2350,4,"41,2270992","1,6141999",43881
Tarragona,101414658,Piso,650,3,"41,0762944","1,138457",43840
Tarragona,105514553,Piso,1100,2,"41,1898791","1,5921347",43820
Tarragona,105641108,Piso,875,3,"41,1160371","1,2427193",43005
Tarragona,105639731,Piso,1075,4,"41,1141302","1,2483877",43001
Tarragona,99939624,Piso,900,2,"41,0796139","1,143436",43840
Tarragona,106505640,Piso,850,2,"41,0643369","1,0581811",43850
Tarragona,90777988,Piso,900,2,"41,064054","1,177141",43840
Tarragona,97356899,Piso,1000,2,"41,0733262","1,1466166",43840
Tarragona,106195999,Piso,1300,4,"41,1175544","1,2513103",43001
Tarragona,105907320,Piso,750,2,"41,0680384","1,0729816",43850
Tarragona,105790238,Chalet,1800,4,"41,0768135","1,1497796",43840
Tarragona,102295215,Piso,650,1,"41,0712958","1,1509625",43840
Tarragona,98686641,Piso,720,2,"41,0649062","1,0790058",43850
Tarragona,106030525,Piso,980,4,"41,1249427","1,2529342",43002
Tarragona,92436071,Chalet,1800,5,"41,11942","1,26575",43003
Tarragona,106485172,Duplex,800,1,"41,0656852","1,0594272",43850
Tarragona,105874491,Chalet,850,2,"41,0747252","1,0982941",43850
Tarragona,106116306,Casa Rural,1980,3,"41,1885001","0,580019",43791
Tarragona,94517536,Piso,870,4,"40,553899","0,5286215",43530
Tarragona,106428457,Piso,1200,3,"41,118718","1,2602715",43003
Tarragona,106276601,Chalet,1200,3,"41,1449122","1,4137034",43830
Tarragona,105990029,Piso,550,1,"41,0133304","0,9441442",43300
Tarragona,106612889,Piso,780,2,"41,0860341","0,9626042",43300
Tarragona,106825817,Piso,400,1,"40,815583","0,5222066",43500
Tarragona,102504711,Piso,780,2,"41,0198779","0,9532492",43300
Tarragona,105702233,Piso,530,1,"41,0662827","1,0709594",43850
Tarragona,105579516,Casa Rural,1095,3,"40,5514393","0,5274457",43530
Tarragona,92436071,Chalet,1800,5,"41,11942","1,26575",43003
Tarragona,104504593,Chalet,1600,4,"41,0767351","1,1496222",43840
Tarragona,93830447,Estudio,950,0,"41,1836404","1,536786",43880
Tarragona,103167113,Piso,750,2,"41,0642616","1,1789809",43840
Tarragona,104881996,Chalet,2400,7,"40,8232623","0,7300472",43895
Tarragona,106287709,Piso,695,2,"40,6588351","0,7855654",43870
Tarragona,82325365,Piso,680,2,"41,1169329","1,2715403",43003
Tarragona,100126707,Piso,1260,3,"41,1302297","1,2937958",43007
Tarragona,105884148,Piso,600,2,"40,551031","0,5275166",43530
Tarragona,102567190,Chalet,1300,3,"41,0239548","0,9238884",43300
Tarragona,106697920,Piso,890,1,"41,115969","1,2516706",43001
Tarragona,92436393,Piso,1260,3,"41,1314013","1,2932201",43007
Tarragona,101885276,Piso,4800,3,"41,1871557","1,5724124",43820
Tarragona,105935059,Chalet,1900,5,"41,1914018","1,5209923",43880
Tarragona,106852604,Duplex,720,3,"41,1888808","1,573149",43820
Tarragona,106406982,Ático,720,1,"41,1566803","1,1040703",43202
Tarragona,106790371,Chalet,1200,3,"41,1959699","1,6412702",43881
Tarragona,104711210,Piso,600,2,"40,5535905","0,5252996",43530
Tarragona,105480202,Piso,650,2,"41,1399739","1,3811639",43893
Tarragona,97815359,Chalet,900,3,"41,0295975","0,9158661",43300
Tarragona,105478312,Piso,600,2,"41,0645458","1,1782449",43840
Tarragona,99288988,Piso,530,2,"41,0677184","1,1533711",43840
Tarragona,105107412,Ático,650,2,"41,1423752","1,3959985",43830
Tarragona,106839100,Chalet,3500,10,"41,1320521","1,2561818",43007
Tarragona,106310216,Chalet,1000,4,"40,9160934","0,8337397",43860
Tarragona,103946169,Chalet,1250,4,"40,6114066","0,5878124",43540
Tarragona,106621345,Piso,690,2,"41,0860341","0,9626042",43300
Tarragona,106420615,Piso,850,3,"40,8771119","0,7052961",43519
Tarragona,106429715,Piso,650,2,"40,5507138","0,5282774",43530
Tarragona,106723649,Piso,550,2,"40,8584599","0,5237569",43510
Tarragona,105468453,Chalet,2000,4,"41,1921416","1,5812035",43820
Tarragona,106583137,Chalet,600,3,"41,3299439","1,3599468",43815
Tarragona,84969696,Piso,670,3,"41,1180865","1,2458379",43005
Tarragona,104204138,Duplex,1100,3,"41,1125379","1,2519373",43004
Tarragona,104440911,Piso,950,3,"41,1894979","1,2047298",43140
Tarragona,104379637,Chalet,1500,7,"41,531965","1,3844329",43420
Tarragona,91886344,Piso,760,3,"41,2145248","1,5325554",43700
Tarragona,102807901,Chalet,1400,4,"41,1258775","1,1036564",43205
Tarragona,91177071,Chalet,1500,3,"41,0269738","0,952155",43300
Tarragona,104318458,Casa Rural,9000,9,"41,3625841","1,0464475",43430
Tarragona,104204138,Duplex,1100,3,"41,1125379","1,2519373",43004
Tarragona,104379637,Chalet,1500,7,"41,531965","1,3844329",43420
Tarragona,106583137,Chalet,600,3,"41,3299439","1,3599468",43815
Tarragona,106545357,Piso,766,3,"41,1866173","1,567195",43820
Tarragona,105243378,Chalet,1200,2,"41,2192092","1,5608971",43719
Tarragona,91885183,Chalet,3400,4,"41,060671","1,0247228",43850
Tarragona,106696852,Estudio,820,0,"41,1154437","1,250812",43001
Tarragona,106233853,Piso,725,2,"41,085366","0,9644018",43300
Tarragona,106543805,Piso,900,2,"41,187153","1,5630366",43820
Tarragona,105217366,Estudio,2300,0,"41,2456575","1,5245573",43716
Tarragona,106557269,Piso,1600,2,"41,1892043","1,5840695",43820
Tarragona,104174631,Piso,750,3,"41,1907812","1,6088854",43882
Tarragona,106637760,Piso,750,2,"41,1230985","1,2453502",73007
Tarragona,106201556,Piso,950,2,"41,0771873","1,1431014",43840
Tarragona,106776176,Chalet,790,2,"41,1193587","1,2572998",43003
Tarragona,106756635,Duplex,575,2,"40,7237212","0,6973081",43580
Tarragona,105827316,Estudio,500,0,"41,0865324","1,1855961",43480
Tarragona,106373681,Estudio,390,0,"41,2848479","0,7529713",43371
Tarragona,106761777,Casa Rural,700,4,"41,2118728","0,9755205",43365
Tarragona,106308299,Piso,730,5,"41,2835243","1,2469546",43800
Tarragona,102440898,Piso,895,2,"41,1567657","1,1051976",43201
Tarragona,106764843,Chalet,1700,4,"41,1330691","1,354194",43008
Tarragona,102182750,Piso,850,3,"41,1751224","1,4957003",43883
Tarragona,40292435,Piso,800,4,"41,1198696","1,2456044",43002
Tarragona,106713015,Chalet,1800,6,"41,2816454","1,2495738",43491
Tarragona,106467214,Chalet,1400,3,"41,2103827","1,607519",43882
Tarragona,105346845,Estudio,595,0,"41,0862606","1,185202",43480
Tarragona,105644528,Piso,445,3,"40,6216098","0,5917916",43540
Tarragona,98508557,Piso,550,1,"41,0769632","1,1303959",43840
Tarragona,105698937,Piso,800,2,"40,6157008","0,5908292",43540
Tarragona,106761298,Casa Rural,1100,3,"40,7275941","0,8309546",43580
Tarragona,106909868,Piso,630,4,"40,804248","0,5197795",43518
Tarragona,103076167,Chalet,2000,4,"41,1979555","1,6006557",43882
Tarragona,90801682,Piso,730,2,"41,117005","1,2546075",43003
Tarragona,103048237,Chalet,1500,3,"41,0295292","0,9520984",43300
Tarragona,106679115,Piso,690,3,"41,117957","1,1939941",43100
Tarragona,105977897,Piso,600,3,"41,313609","1,4525384",43205
Tarragona,106864899,Piso,490,1,"40,6247992","0,5965681",43540
Tarragona,101845018,Piso,800,2,"41,1835578","1,522971",43880
Tarragona,106370671,Chalet,2500,5,"41,0645818","1,0424087",43850
Tarragona,90801682,Piso,730,2,"41,117005","1,2546075",43003
Tarragona,26222573,Piso,900,2,"41,0749817","1,1506492",43840
Tarragona,106679115,Piso,690,3,"41,117957","1,1939941",43100
Tarragona,106875434,Chalet,1040,5,"40,6121643","0,5847782",43540
Tarragona,106895429,Duplex,900,3,"41,1181845","1,2563532",43003
Tarragona,86583748,Piso,765,2,"41,0638376","1,0433264",43850
Tarragona,96321954,Duplex,1000,3,"40,7055954","0,579767",43870
Tarragona,106056255,Piso,1300,6,"41,0728701","1,1435912",43840
Tarragona,106553036,Chalet,1000,3,"40,9987682","0,9310029",43300
Tarragona,106889234,Piso,852,2,"41,1129482","1,2413773",43005
Tarragona,106815784,Chalet,1900,4,"41,2276398","1,5186185",43700
Tarragona,105725548,Piso,650,2,"40,8133115","0,7060111",43895
Tarragona,102421183,Chalet,1700,5,"41,189657","1,4664818",43883
Tarragona,93200914,Piso,1000,2,"41,1797263","1,5152319",43880
Tarragona,100725761,Piso,700,3,"40,7075572","0,716346",43877
Tarragona,106922599,Chalet,750,2,"40,7111343","0,5878417",43870
Tarragona,106280095,Piso,400,4,"40,6383858","0,2869719",43560
Tarragona,95256681,Ático,550,2,"40,599661","0,5662183",43530
Tarragona,106767360,Piso,825,1,"41,1469159","1,1127801",43205
Tarragona,95518550,Chalet,1390,4,"40,8105795","0,7031034",43895
Tarragona,94607116,Piso,550,2,"40,8000789","0,6926854",43895
Tarragona,106813184,Ático,834,2,"41,0675692","1,05083",43850
Tarragona,102258287,Casa Rural,695,2,"41,1213705","1,2781407",43007
Tarragona,106786119,Duplex,800,3,"41,2073515","1,2085317",43141
Tarragona,104966418,Piso,560,2,"41,251315","0,4866611",43790
Tarragona,105885304,Piso,3000,2,"41,0693568","1,1641331",43840
Tarragona,106040659,Piso,460,3,"40,6175581","0,5818646",43540
Tarragona,101739681,Piso,700,3,"41,1392471","1,25477",43007
Tarragona,103921744,Piso,2800,2,"41,0699055","1,1659678",43840
Tarragona,106084565,Piso,430,2,"40,6163067","0,5891798",43540
Tarragona,105272020,Chalet,1250,4,"40,6133467","0,585888",43540
Tarragona,101919505,Chalet,1000,4,"40,5435538","0,4811403",43530
Tarragona,28505097,Estudio,650,0,"41,0758158","1,1427714",43840
Tarragona,104575299,Chalet,1100,3,"40,6058605","0,5743606",43530
Tarragona,105725432,Piso,1090,3,"41,1866541","1,5673209",43820
Tarragona,106864281,Ático,560,2,"41,1473558","0,8206571",43730
Tarragona,106241713,Piso,525,1,"41,0756723","1,140234",43840
Tarragona,102348034,Chalet,530,1,"40,7139474","0,7294951",43580
Tarragona,105698931,Piso,500,2,"40,6135192","0,5926215",43540
Tarragona,92725359,Piso,950,2,"41,1353074","1,3796406",43893
Tarragona,101919505,Chalet,1000,4,"40,5435538","0,4811403",43530
Tarragona,28505097,Estudio,650,0,"41,0758158","1,1427714",43840
Tarragona,105698931,Piso,500,2,"40,6135192","0,5926215",43540
Tarragona,106241713,Piso,525,1,"41,0756723","1,140234",43840
Tarragona,92272934,Chalet,1050,3,"41,0069","0,92775",43300
Tarragona,106388548,Duplex,695,3,"41,0751827","1,0500304",43850
Tarragona,101415532,Chalet,1500,4,"41,0651744","1,1749691",43840
Tarragona,105935686,Piso,500,2,"40,6154077","0,5852499",43540
Tarragona,106717841,Piso,460,1,"40,6248481","0,593453",43540
Tarragona,106920197,Estudio,650,0,"41,1563274","1,1050725",43201
Tarragona,106379374,Casa Rural,1275,4,"40,92188","0,40008",43593
Tarragona,106241923,Piso,525,1,"41,0710222","1,152659",43840
Tarragona,106805780,Piso,650,1,"41,1151194","1,2420893",43005
Tarragona,39993613,Piso,550,3,"40,5955918","0,5664721",43530
Tarragona,90949574,Estudio,800,0,"41,0668719","1,0688971",43850
Tarragona,106812536,Piso,800,3,"41,1932603","1,2074939",43760
Tarragona,106911367,Piso,750,3,"40,9894905","0,9215709",43890
Tarragona,104881973,Piso,850,3,"40,7263637","0,8420494",43580
Tarragona,106656392,Chalet,1100,4,"41,1542731","1,2397735",43130
Tarragona,102375648,Estudio,850,0,"41,0618563","1,1696219",43840
Tarragona,106713865,Piso,575,1,"41,0701845","1,1531847",43840
Tarragona,106918682,Piso,460,1,"41,1546845","1,1087195",43201
Tarragona,98978008,Chalet,700,2,"41,0679839","1,0745161",43850
Tarragona,106920203,Ático,850,1,"41,1836379","1,5367646",43880
Tarragona,106178561,Chalet,1400,3,"41,00646","0,93238",43300
Tarragona,106456061,Piso,600,3,"40,624254","0,5900643",43540
Tarragona,90698971,Chalet,1900,4,"41,193664","1,5809851",43820
Tarragona,103592268,Piso,900,3,"41,0767178","1,1392263",43840
Tarragona,105072425,Piso,650,1,"41,0710226","1,1526588",43840
Tarragona,101856715,Piso,900,2,"41,0689565","1,0715186",43850
Tarragona,105483103,Ático,500,2,"40,716248","0,7382569",43580
Tarragona,106586216,Chalet,1300,4,"40,998063","0,9285818",43300
Tarragona,106589613,Piso,750,1,"41,0647028","1,0535827",43850
Tarragona,88506810,Casa Rural,2500,11,"40,71589","0,53064",43878
Tarragona,97104048,Duplex,1000,3,"40,5545337","0,5304074",43530
Tarragona,106312960,Chalet,2400,3,"41,229194","1,6399062",43881
Tarragona,105603451,Piso,1050,2,"41,0685282","1,1517823",43840
Tarragona,86402921,Piso,500,3,"40,6129784","0,5848999",43540
Tarragona,105850469,Estudio,500,0,"41,0850363","1,1833165",43480
Tarragona,99064889,Ático,1350,2,"41,0134471","0,9471858",43892
Tarragona,88506810,Casa Rural,2500,11,"40,71589","0,53064",43878
Tarragona,101318630,Chalet,745,2,"41,0092002","0,3849736",43785
Tarragona,105850469,Estudio,500,0,"41,0850363","1,1833165",43480
Tarragona,106228959,Piso,1250,5,"41,1638041","1,1068165",43203
Tarragona,95569024,Piso,550,1,"41,0758336","1,1415998",43840
Tarragona,98075374,Casa Rural,785,1,"41,2540305","1,0906014",43479
Tarragona,106586216,Chalet,1300,4,"40,998063","0,9285818",43300
Tarragona,105784600,Ático,750,2,"41,0650933","1,1766073",43840
Tarragona,106178561,Chalet,1400,3,"41,00646","0,93238",43300
Tarragona,98622810,Piso,870,2,"41,1832833","1,5382992",43880
Tarragona,105072425,Piso,650,1,"41,0710226","1,1526588",43840
Tarragona,95186206,Piso,600,1,"41,0725725","1,1503293",43840
Tarragona,103592268,Piso,900,3,"41,0767178","1,1392263",43840
Tarragona,105483103,Ático,500,2,"40,716248","0,7382569",43580
Tarragona,104724479,Chalet,1080,2,"40,8018728","0,6941119",43895
Tarragona,97104048,Duplex,1000,3,"40,5545337","0,5304074",43530
Tarragona,86651463,Chalet,2100,4,"41,1959094","1,5896414",43820
Tarragona,106589573,Piso,750,1,"41,0694596","1,0722895",43850
Tarragona,106312960,Chalet,2400,3,"41,229194","1,6399062",43881
Tarragona,104450413,Piso,1300,4,"41,1863858","1,5597367",43820
Tarragona,98061541,Estudio,700,0,"41,1179195","1,2583348",43003
Tarragona,106589613,Piso,750,1,"41,0647028","1,0535827",43850
Tarragona,106661909,Piso,670,2,"41,2225671","1,5377123",43700
Tarragona,105829287,Ático,640,2,"41,1245692","0,8649826",43774
Tarragona,36067841,Piso,725,3,"41,1401249","1,1150115",43205
Tarragona,106433187,Piso,1100,3,"41,2212986","0,7617821",43374
Tarragona,106881220,Estudio,550,0,"41,1509604","1,1059588",43201
Tarragona,98392315,Estudio,550,0,"41,0846394","1,1328234",43840
Tarragona,1833162,Piso,600,2,"41,1524523","1,2135968",43120
Tarragona,105110335,Chalet,1900,4,"41,1979287","1,6400681",43881
Tarragona,106458669,Piso,1200,2,"41,5119287","1,3658797",43428
Tarragona,102613654,Piso,900,3,"41,1932197","1,2080211",43760
Tarragona,96386236,Chalet,1350,4,"41,29146","1,52331",43713
Tarragona,101638671,Chalet,900,5,"40,5532148","0,5267148",43530
Tarragona,106717814,Piso,410,1,"40,6245738","0,595901",43540
Tarragona,33858684,Piso,1100,4,"41,1219349","1,26809",43007
Tarragona,105991855,Piso,965,3,"41,1164555","1,2417892",43005
Tarragona,383605,Estudio,480,0,"41,0743152","1,1782226",43480
Tarragona,105939511,Estudio,490,0,"41,2653184","1,604382",43720
Tarragona,90106511,Piso,950,4,"41,1225158","1,2501835",43002
Tarragona,33858684,Piso,1100,4,"41,1219349","1,26809",43007
Tarragona,105423299,Casa Rural,2500,1,"40,7874176","0,5956375",
Tarragona,105356755,Chalet,1200,2,"41,2392924","1,5757091",43719
Tarragona,106049292,Duplex,950,2,"41,1876899","1,4577891",43883
Tarragona,106340717,Piso,1100,4,"41,1164145","1,2465742",43001
Tarragona,106520982,Piso,700,1,"41,1162353","1,2469909",43001
Tarragona,97746215,Piso,700,2,"41,1208604","1,2747965",43007
Tarragona,106892374,Piso,725,2,"41,1211389","1,2508949",43002
Tarragona,103221107,Piso,550,3,"40,5531259","0,5313119",43530
Tarragona,106041583,Piso,700,2,"41,06778","1,05128",43850
Tarragona,104743799,Piso,650,2,"41,1577643","1,112773",43201
Tarragona,101228099,Estudio,1900,0,"41,1914493","1,6330431",43881
Tarragona,106608647,Piso,1400,2,"41,1335044","1,3921343",43830
Tarragona,106774019,Piso,700,2,"41,1220093","1,2495384",43002
Tarragona,106718734,Piso,700,2,"41,0743152","1,1782226",43480
Tarragona,32865257,Piso,450,2,"41,0908443","0,6430539",43740
Tarragona,104214453,Chalet,2000,5,"41,0759244","1,150538",43840
Tarragona,105741979,Duplex,700,4,"41,0198887","0,8315619",43891
Tarragona,106573582,Piso,575,3,"41,1238353","1,2172669",43006
Tarragona,445061,Piso,990,2,"41,0825271","1,1019437",43850
Tarragona,106775022,Piso,800,2,"41,1813888","1,5244087",43880
Tarragona,103901220,Ático,500,0,"41,1193559","1,193535",43100
Tarragona,106420548,Chalet,700,4,"41,192393","0,7731487",43737
Tarragona,104853370,Piso,480,2,"41,251315","0,4866611",43790
Tarragona,99759595,Piso,770,2,"41,0712189","1,1508812",43840
Tarragona,105854490,Piso,500,3,"40,5530831","0,5293236",43530
Tarragona,98277746,Piso,475,2,"40,6119626","0,5883489",43540
Tarragona,105843989,Chalet,900,4,"40,996228","0,9262458",43300
Tarragona,106738967,Chalet,1300,3,"41,0220955","0,941979",43300
Tarragona,106344378,Piso,600,2,"40,8125854","0,7083944",43895
Tarragona,105954864,Estudio,750,0,"41,1445315","1,1033528",43200
Tarragona,106819737,Casa Rural,850,1,"40,789899","0,6852275",43895
Tarragona,93359558,Chalet,1600,3,"40,8881334","0,7983069",43860
Tarragona,106889027,Piso,700,3,"41,1707516","1,467098",43883
Tarragona,104017167,Piso,490,2,"40,708559","0,5784149",43870
Tarragona,1702744,Piso,1000,3,"41,0743152","1,1782226",43480
Tarragona,105665275,Piso,1050,4,"41,1881271","1,5773373",43820
Tarragona,106062327,Piso,550,1,"41,077041","1,1452406",43840
Tarragona,106896079,Piso,595,1,"41,1126682","1,2505673",43004
Tarragona,106708121,Estudio,630,0,"41,1281225","1,2921745",43007
Tarragona,106581897,Piso,700,2,"41,079875","1,1414808",43840
Tarragona,98501860,Estudio,650,0,"41,1177881","1,2568529",43003
Tarragona,100651319,Estudio,470,0,"41,2830403","1,2456752",43800
Tarragona,102782490,Piso,575,1,"41,0715809","1,1521399",43840
Tarragona,106708121,Estudio,630,0,"41,1281225","1,2921745",43007
Tarragona,95126884,Piso,410,1,"41,0867499","1,1853382",43480
Tarragona,94913471,Piso,650,3,"40,6135691","0,5874997",43540
Tarragona,98920512,Chalet,1850,4,"41,16113","1,45139",43539
Tarragona,102924725,Piso,1200,1,"41,1676148","1,4805754",43883
Tarragona,102071221,Piso,1100,4,"41,1826911","1,5275326",43880
Tarragona,103258573,Piso,800,2,"41,071031","1,1510703",43840
Tarragona,95136040,Piso,600,2,"40,617441","0,591128",43540
Tarragona,104778010,Piso,600,3,"40,8583879","0,5232942",43510
Tarragona,106648735,Chalet,900,2,"41,07423","1,1057999",43850
Tarragona,105543797,Casa Rural,650,1,"41,0198887","0,8315619",43891
Tarragona,100963410,Piso,900,2,"41,1444459","1,4086125",43830
Tarragona,37990248,Piso,500,1,"41,0758158","1,1427714",43840
Tarragona,97899947,Piso,700,2,"40,9264664","0,8465655",43860
Tarragona,95158892,Estudio,600,0,"41,0731746","1,109636",43850
Tarragona,103825304,Piso,750,3,"41,0777978","1,1442517",43840
Tarragona,31125314,Piso,750,3,"41,07688","1,18129",43480
Tarragona,97540573,Chalet,700,3,"40,5391299","0,519156",43530
Tarragona,94461180,Piso,625,2,"41,0745018","1,1784477",43480
Tarragona,102869765,Ático,495,2,"40,9066093","0,4902866",43592
Tarragona,105012434,Chalet,2300,7,"40,8062992","0,7014398",43895
Tarragona,102315350,Piso,1000,3,"40,81286","0,71421",43895
Tarragona,105842520,Chalet,1200,4,"40,8850977","0,8004309",43860
Tarragona,106380414,Estudio,400,0,"41,0860577","1,1852386",43480
Tarragona,106125867,Duplex,770,2,"41,02957","0,91474",43300
Tarragona,106903592,Piso,1200,3,"41,1204396","1,2525289",43002
Tarragona,106888142,Piso,625,2,"41,1537645","1,100535",43202
Tarragona,102613685,Chalet,1500,5,"41,1941163","1,2092263",43760
Tarragona,96891519,Estudio,600,0,"41,0725677","1,1098239",43850
Tarragona,103743235,Piso,1000,3,"41,0649091","1,0790062",43850
Tarragona,102691312,Piso,900,2,"41,0695766","1,1481882",43840
Tarragona,105848157,Piso,650,1,"41,0738865","1,1524423",43840
Tarragona,106657708,Piso,500,1,"40,951388","0,3168793",43596
Tarragona,106568558,Piso,750,3,"41,1539104","1,1067716",43201
Tarragona,106883128,Piso,600,1,"41,0743152","1,1782226",43480
Tarragona,106850960,Estudio,650,0,"41,1415426","1,3773538",43893
Tarragona,106135007,Piso,650,1,"41,0751899","1,0514155",43850
Tarragona,106504932,Piso,1200,3,"41,0134945","0,9472059",43892
Tarragona,93456397,Piso,500,2,"40,7189169","0,7338698",43580
Tarragona,91297286,Piso,1500,3,"41,1681705","1,480402",43883
Tarragona,105892565,Piso,490,3,"41,0521556","0,4403294",43780
Tarragona,83714657,Casa Rural,1100,15,"41,5627579","1,2588252",43427
Tarragona,105687864,Piso,850,4,"41,2035471","1,2803199",43154
Tarragona,27863707,Ático,850,2,"40,9182349","0,8330083",43860
Tarragona,98692666,Piso,820,2,"41,1176995","1,2579193",43003
Tarragona,93194359,Piso,450,1,"40,717213","0,7367786",43580
Tarragona,98751035,Chalet,850,3,"41,0533489","0,4419197",43780
Tarragona,106355696,Piso,700,2,"41,0746462","1,1192718",43840
Tarragona,25569724,Estudio,750,0,"41,1113462","1,2484064",43004
Tarragona,106512703,Ático,950,3,"40,6255959","0,5955254",43540
Tarragona,105598981,Piso,750,2,"41,130092","1,3053855",43007
Tarragona,30076822,Piso,850,3,"41,0688192","1,0529531",43850
Tarragona,105024252,Piso,650,2,"41,0683383","1,152482",43840
Tarragona,106577520,Piso,680,2,"41,1167983","1,1931904",43100
Tarragona,101194883,Piso,545,1,"41,0772519","1,1400437",43840
Tarragona,106607796,Ático,875,2,"41,1185714","1,2470808",43001
Tarragona,105563965,Piso,700,1,"41,0784854","1,1270291",43840
Tarragona,105963048,Casa Rural,985,5,"41,3194019","0,8745885",43363
Tarragona,105966356,Piso,720,3,"41,0765033","1,1244571",43840
Tarragona,105760436,Ático,600,3,"40,5943264","0,4465864",43550
Tarragona,105572253,Piso,750,2,"41,1131406","1,2515164",43004
Tarragona,105349163,Piso,1250,2,"41,1838604","1,5434101",43880
Tarragona,105896291,Piso,980,1,"41,0636369","1,160119",43840
Tarragona,106821070,Duplex,700,3,"40,8173439","0,5197091",43500
Tarragona,105038033,Chalet,1300,3,"40,9954243","0,9325221",43892
Tarragona,106922100,Piso,650,2,"41,1161543","1,1914515",43100
Tarragona,106566973,Estudio,660,0,"40,8117143","0,5284322",43500
Tarragona,105203516,Chalet,1290,4,"40,9157739","0,7947894",43860
Tarragona,105477995,Chalet,1750,4,"41,1875679","1,5654276",43820
Tarragona,39023418,Piso,750,3,"41,2691","1,6039933",43720
Tarragona,85783405,Chalet,950,2,"40,9390256","0,8574004",
Tarragona,106611960,Piso,850,3,"41,1152898","1,2447852",43005
Tarragona,106766831,Piso,450,2,"41,1656372","0,7050797",43736
Tarragona,106398204,Estudio,550,0,"41,0936107","0,6386068",43740
Tarragona,102369830,Piso,900,4,"41,1841139","1,5450637",43880
Tarragona,102300711,Piso,550,2,"41,028243","0,964762",43300
Tarragona,94243001,Chalet,800,2,"40,9925623","0,9227924",43890
Tarragona,105536888,Ático,540,3,"40,8156164","0,5150354",43500
Tarragona,89735659,Piso,500,3,"40,8171371","0,5232266",43500
Tarragona,105933256,Piso,625,1,"41,2450815","1,4871239",43716
Tarragona,105883800,Duplex,900,1,"41,118856","1,2566339",43003
Tarragona,98840974,Piso,730,2,"40,54484","0,48119",43530
Tarragona,105713335,Estudio,600,0,"41,0503075","1,0031566",43300
Tarragona,102707819,Estudio,1190,0,"41,1160401","1,2524465",43001
Tarragona,100223027,Piso,500,2,"41,0655187","1,1786428",43840
Tarragona,98509159,Piso,1095,3,"41,1201772","1,2613368",43007
